loss
638.5330200195312
520.5345458984375
450.8897705078125
410.68701171875
380.7651062011719
355.3193664550781
334.6512756347656
318.7111511230469
306.5253601074219
296.4744873046875
287.31390380859375
279.2444763183594
272.6907958984375
267.2208251953125
262.13055419921875
257.2404479980469
252.89956665039062
249.49977111816406
246.82154846191406
244.2894744873047
241.63934326171875
239.1190643310547
237.0944366455078
235.53469848632812
234.10118103027344
232.5880126953125
231.11175537109375
229.83750915527344
228.7708740234375
227.81956481933594
226.87408447265625
225.91575622558594
225.0574951171875
224.3759002685547
223.78929138183594
223.15777587890625
222.48829650878906
221.87107849121094
221.36831665039062
220.9431610107422
220.53721618652344
220.09889221191406
219.66091918945312
219.2902374267578
218.92176818847656
218.65921020507812
218.2618408203125
217.9073944091797
217.66354370117188
217.41050720214844
